-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
-3.206207156181335449e-01,-3.854454308748245239e-02,-1.617379337549209595e-01,3.748316764831542969e-01,-2.226975113153457642e-01,-4.038918912410736084e-01,-1.948029100894927979e-01,2.390318363904953003e-01,-7.019066065549850464e-02,-2.502041459083557129e-01,1.075258031487464905e-01,2.685503065586090088e-01,2.904096543788909912e-01,2.823469042778015137e-01
